# wavelength[nm] / analyte_index / effective index supermode 2 lossy
 (1300.000000+0.000000j)	 (1.420000+0.000000j)	 (2.249583+0.136795j)
 (1485.542169+0.000000j)	 (1.420000+0.000000j)	 (2.058857+0.116515j)
 (1487.951807+0.000000j)	 (1.420000+0.000000j)	 (2.056698+0.115924j)
 (1490.361446+0.000000j)	 (1.420000+0.000000j)	 (2.054540+0.115318j)
 (1492.771084+0.000000j)	 (1.420000+0.000000j)	 (2.052382+0.114698j)
 (1495.180723+0.000000j)	 (1.420000+0.000000j)	 (2.050224+0.114064j)
 (1497.590361+0.000000j)	 (1.420000+0.000000j)	 (2.048066+0.113415j)
 (1500.000000+0.000000j)	 (1.420000+0.000000j)	 (2.045908+0.112751j)
 (1502.409639+0.000000j)	 (1.420000+0.000000j)	 (2.043748+0.112071j)
 (1504.819277+0.000000j)	 (1.420000+0.000000j)	 (2.041586+0.111376j)
 (1507.228916+0.000000j)	 (1.420000+0.000000j)	 (2.039422+0.110665j)
 (1509.638554+0.000000j)	 (1.420000+0.000000j)	 (2.037256+0.109938j)
 (1512.048193+0.000000j)	 (1.420000+0.000000j)	 (2.035086+0.109195j)
 (1514.457831+0.000000j)	 (1.420000+0.000000j)	 (2.032912+0.108436j)
 (1516.867470+0.000000j)	 (1.420000+0.000000j)	 (2.030734+0.107660j)
 (1519.277108+0.000000j)	 (1.420000+0.000000j)	 (2.028550+0.106867j)
 (1521.686747+0.000000j)	 (1.420000+0.000000j)	 (2.026361+0.106058j)
 (1524.096386+0.000000j)	 (1.420000+0.000000j)	 (2.024164+0.105231j)
 (1526.506024+0.000000j)	 (1.420000+0.000000j)	 (2.021961+0.104388j)
 (1528.915663+0.000000j)	 (1.420000+0.000000j)	 (2.019749+0.103527j)
 (1531.325301+0.000000j)	 (1.420000+0.000000j)	 (2.017528+0.102649j)
 (1533.734940+0.000000j)	 (1.420000+0.000000j)	 (2.015297+0.101753j)
 (1536.144578+0.000000j)	 (1.420000+0.000000j)	 (2.013055+0.100841j)
 (1538.554217+0.000000j)	 (1.420000+0.000000j)	 (2.010801+0.099911j)
 (1540.963855+0.000000j)	 (1.420000+0.000000j)	 (2.008534+0.098965j)
 (1543.373494+0.000000j)	 (1.420000+0.000000j)	 (2.006253+0.098002j)
 (1545.783133+0.000000j)	 (1.420000+0.000000j)	 (2.003957+0.097023j)
 (1548.192771+0.000000j)	 (1.420000+0.000000j)	 (2.001644+0.096028j)
 (1550.602410+0.000000j)	 (1.420000+0.000000j)	 (1.999314+0.095018j)
 (1553.012048+0.000000j)	 (1.420000+0.000000j)	 (1.996965+0.093993j)
 (1555.421687+0.000000j)	 (1.420000+0.000000j)	 (1.994596+0.092954j)
 (1557.831325+0.000000j)	 (1.420000+0.000000j)	 (1.992206+0.091903j)
 (1560.240964+0.000000j)	 (1.420000+0.000000j)	 (1.989794+0.090840j)
 (1562.650602+0.000000j)	 (1.420000+0.000000j)	 (1.987359+0.089767j)
 (1565.060241+0.000000j)	 (1.420000+0.000000j)	 (1.984899+0.088684j)
 (1567.469880+0.000000j)	 (1.420000+0.000000j)	 (1.982415+0.087594j)
 (1569.879518+0.000000j)	 (1.420000+0.000000j)	 (1.979904+0.086499j)
 (1572.289157+0.000000j)	 (1.420000+0.000000j)	 (1.977366+0.085399j)
 (1574.698795+0.000000j)	 (1.420000+0.000000j)	 (1.974801+0.084298j)
 (1577.108434+0.000000j)	 (1.420000+0.000000j)	 (1.972209+0.083196j)
 (1579.518072+0.000000j)	 (1.420000+0.000000j)	 (1.969589+0.082097j)
 (1581.927711+0.000000j)	 (1.420000+0.000000j)	 (1.966943+0.081002j)
 (1584.337349+0.000000j)	 (1.420000+0.000000j)	 (1.964269+0.079914j)
 (1586.746988+0.000000j)	 (1.420000+0.000000j)	 (1.961569+0.078835j)
 (1589.156627+0.000000j)	 (1.420000+0.000000j)	 (1.958844+0.077766j)
 (1591.566265+0.000000j)	 (1.420000+0.000000j)	 (1.956095+0.076709j)
 (1593.975904+0.000000j)	 (1.420000+0.000000j)	 (1.953323+0.075668j)
 (1596.385542+0.000000j)	 (1.420000+0.000000j)	 (1.950530+0.074642j)
 (1598.795181+0.000000j)	 (1.420000+0.000000j)	 (1.947717+0.073634j)
 (1601.204819+0.000000j)	 (1.420000+0.000000j)	 (1.944886+0.072644j)
 (1603.614458+0.000000j)	 (1.420000+0.000000j)	 (1.942039+0.071674j)
 (1606.024096+0.000000j)	 (1.420000+0.000000j)	 (1.939177+0.070724j)
 (1608.433735+0.000000j)	 (1.420000+0.000000j)	 (1.936304+0.069796j)
 (1610.843373+0.000000j)	 (1.420000+0.000000j)	 (1.933419+0.068889j)
 (1613.253012+0.000000j)	 (1.420000+0.000000j)	 (1.930526+0.068004j)
 (1615.662651+0.000000j)	 (1.420000+0.000000j)	 (1.927625+0.067141j)
 (1618.072289+0.000000j)	 (1.420000+0.000000j)	 (1.924719+0.066299j)
 (1620.481928+0.000000j)	 (1.420000+0.000000j)	 (1.921809+0.065479j)
 (1622.891566+0.000000j)	 (1.420000+0.000000j)	 (1.918896+0.064681j)
 (1625.301205+0.000000j)	 (1.420000+0.000000j)	 (1.915983+0.063903j)
 (1627.710843+0.000000j)	 (1.420000+0.000000j)	 (1.913069+0.063146j)
 (1630.120482+0.000000j)	 (1.420000+0.000000j)	 (1.910157+0.062410j)
 (1632.530120+0.000000j)	 (1.420000+0.000000j)	 (1.907247+0.061693j)
 (1634.939759+0.000000j)	 (1.420000+0.000000j)	 (1.904341+0.060995j)
 (1637.349398+0.000000j)	 (1.420000+0.000000j)	 (1.901439+0.060315j)
 (1639.759036+0.000000j)	 (1.420000+0.000000j)	 (1.898542+0.059653j)
 (1642.168675+0.000000j)	 (1.420000+0.000000j)	 (1.895651+0.059009j)
 (1644.578313+0.000000j)	 (1.420000+0.000000j)	 (1.892767+0.058382j)
 (1646.987952+0.000000j)	 (1.420000+0.000000j)	 (1.889890+0.057770j)
 (1649.397590+0.000000j)	 (1.420000+0.000000j)	 (1.887022+0.057174j)
 (1651.807229+0.000000j)	 (1.420000+0.000000j)	 (1.884161+0.056593j)
 (1654.216867+0.000000j)	 (1.420000+0.000000j)	 (1.881309+0.056027j)
 (1656.626506+0.000000j)	 (1.420000+0.000000j)	 (1.878467+0.055475j)
 (1659.036145+0.000000j)	 (1.420000+0.000000j)	 (1.875635+0.054936j)
 (1661.445783+0.000000j)	 (1.420000+0.000000j)	 (1.872812+0.054410j)
 (1663.855422+0.000000j)	 (1.420000+0.000000j)	 (1.870000+0.053896j)
 (1666.265060+0.000000j)	 (1.420000+0.000000j)	 (1.867199+0.053394j)
 (1668.674699+0.000000j)	 (1.420000+0.000000j)	 (1.864408+0.052904j)
 (1671.084337+0.000000j)	 (1.420000+0.000000j)	 (1.861629+0.052425j)
 (1673.493976+0.000000j)	 (1.420000+0.000000j)	 (1.858861+0.051957j)
 (1675.903614+0.000000j)	 (1.420000+0.000000j)	 (1.856105+0.051499j)
 (1678.313253+0.000000j)	 (1.420000+0.000000j)	 (1.853361+0.051050j)
 (1680.722892+0.000000j)	 (1.420000+0.000000j)	 (1.850629+0.050612j)
 (1683.132530+0.000000j)	 (1.420000+0.000000j)	 (1.847909+0.050182j)
 (1685.542169+0.000000j)	 (1.420000+0.000000j)	 (1.845201+0.049762j)
 (1687.951807+0.000000j)	 (1.420000+0.000000j)	 (1.842505+0.049350j)
 (1690.361446+0.000000j)	 (1.420000+0.000000j)	 (1.839823+0.048946j)
 (1692.771084+0.000000j)	 (1.420000+0.000000j)	 (1.837153+0.048550j)
 (1695.180723+0.000000j)	 (1.420000+0.000000j)	 (1.834495+0.048162j)
 (1697.590361+0.000000j)	 (1.420000+0.000000j)	 (1.831851+0.047781j)
 (1700.000000+0.000000j)	 (1.420000+0.000000j)	 (1.829219+0.047407j)
 (1702.409639+0.000000j)	 (1.420000+0.000000j)	 (1.826601+0.047040j)
 (1704.819277+0.000000j)	 (1.420000+0.000000j)	 (1.823996+0.046680j)
 (1707.228916+0.000000j)	 (1.420000+0.000000j)	 (1.821403+0.046327j)
 (1709.638554+0.000000j)	 (1.420000+0.000000j)	 (1.818825+0.045979j)
 (1712.048193+0.000000j)	 (1.420000+0.000000j)	 (1.816259+0.045638j)
 (1714.457831+0.000000j)	 (1.420000+0.000000j)	 (1.813707+0.045302j)
 (1716.867470+0.000000j)	 (1.420000+0.000000j)	 (1.811168+0.044972j)
 (1719.277108+0.000000j)	 (1.420000+0.000000j)	 (1.808642+0.044648j)
 (1721.686747+0.000000j)	 (1.420000+0.000000j)	 (1.806130+0.044328j)
 (1724.096386+0.000000j)	 (1.420000+0.000000j)	 (1.803632+0.044014j)
 (1726.506024+0.000000j)	 (1.420000+0.000000j)	 (1.801147+0.043705j)
 (1728.915663+0.000000j)	 (1.420000+0.000000j)	 (1.798676+0.043401j)
 (1731.325301+0.000000j)	 (1.420000+0.000000j)	 (1.796218+0.043101j)
 (1733.734940+0.000000j)	 (1.420000+0.000000j)	 (1.793774+0.042806j)
 (1736.144578+0.000000j)	 (1.420000+0.000000j)	 (1.791344+0.042515j)
 (1738.554217+0.000000j)	 (1.420000+0.000000j)	 (1.788927+0.042228j)
 (1740.963855+0.000000j)	 (1.420000+0.000000j)	 (1.786524+0.041946j)
 (1743.373494+0.000000j)	 (1.420000+0.000000j)	 (1.784135+0.041667j)
 (1745.783133+0.000000j)	 (1.420000+0.000000j)	 (1.781760+0.041392j)
 (1748.192771+0.000000j)	 (1.420000+0.000000j)	 (1.779398+0.041122j)
 (1750.602410+0.000000j)	 (1.420000+0.000000j)	 (1.777050+0.040855j)
 (1753.012048+0.000000j)	 (1.420000+0.000000j)	 (1.774715+0.040591j)
 (1755.421687+0.000000j)	 (1.420000+0.000000j)	 (1.772395+0.040331j)
 (1757.831325+0.000000j)	 (1.420000+0.000000j)	 (1.770088+0.040074j)
 (1760.240964+0.000000j)	 (1.420000+0.000000j)	 (1.767795+0.039821j)
 (1762.650602+0.000000j)	 (1.420000+0.000000j)	 (1.765516+0.039570j)
 (1765.060241+0.000000j)	 (1.420000+0.000000j)	 (1.763251+0.039323j)
 (1767.469880+0.000000j)	 (1.420000+0.000000j)	 (1.760999+0.039079j)
 (1769.879518+0.000000j)	 (1.420000+0.000000j)	 (1.758761+0.038838j)
 (1772.289157+0.000000j)	 (1.420000+0.000000j)	 (1.756537+0.038600j)
 (1774.698795+0.000000j)	 (1.420000+0.000000j)	 (1.754327+0.038364j)
 (1777.108434+0.000000j)	 (1.420000+0.000000j)	 (1.752130+0.038131j)
 (1779.518072+0.000000j)	 (1.420000+0.000000j)	 (1.749947+0.037901j)
 (1781.927711+0.000000j)	 (1.420000+0.000000j)	 (1.747778+0.037674j)
 (1784.337349+0.000000j)	 (1.420000+0.000000j)	 (1.745622+0.037449j)
 (1786.746988+0.000000j)	 (1.420000+0.000000j)	 (1.743480+0.037226j)
 (1789.156627+0.000000j)	 (1.420000+0.000000j)	 (1.741352+0.037006j)
 (1791.566265+0.000000j)	 (1.420000+0.000000j)	 (1.739238+0.036789j)
 (1793.975904+0.000000j)	 (1.420000+0.000000j)	 (1.737137+0.036573j)
 (1796.385542+0.000000j)	 (1.420000+0.000000j)	 (1.735049+0.036360j)
 (1798.795181+0.000000j)	 (1.420000+0.000000j)	 (1.732976+0.036149j)
 (1801.204819+0.000000j)	 (1.420000+0.000000j)	 (1.730915+0.035940j)
 (1803.614458+0.000000j)	 (1.420000+0.000000j)	 (1.728869+0.035734j)
 (1806.024096+0.000000j)	 (1.420000+0.000000j)	 (1.726835+0.035529j)
 (1808.433735+0.000000j)	 (1.420000+0.000000j)	 (1.724816+0.035327j)
 (1810.843373+0.000000j)	 (1.420000+0.000000j)	 (1.722809+0.035126j)
 (1813.253012+0.000000j)	 (1.420000+0.000000j)	 (1.720817+0.034928j)
 (1815.662651+0.000000j)	 (1.420000+0.000000j)	 (1.718837+0.034731j)
 (1818.072289+0.000000j)	 (1.420000+0.000000j)	 (1.716871+0.034536j)
 (1820.481928+0.000000j)	 (1.420000+0.000000j)	 (1.714918+0.034343j)
 (1822.891566+0.000000j)	 (1.420000+0.000000j)	 (1.712978+0.034152j)
 (1825.301205+0.000000j)	 (1.420000+0.000000j)	 (1.711052+0.033962j)
 (1827.710843+0.000000j)	 (1.420000+0.000000j)	 (1.709139+0.033775j)
 (1830.120482+0.000000j)	 (1.420000+0.000000j)	 (1.707239+0.033588j)
 (1832.530120+0.000000j)	 (1.420000+0.000000j)	 (1.705352+0.033404j)
 (1834.939759+0.000000j)	 (1.420000+0.000000j)	 (1.703478+0.033221j)
 (1837.349398+0.000000j)	 (1.420000+0.000000j)	 (1.701617+0.033040j)
 (1839.759036+0.000000j)	 (1.420000+0.000000j)	 (1.699770+0.032861j)
 (1842.168675+0.000000j)	 (1.420000+0.000000j)	 (1.697935+0.032683j)
 (1844.578313+0.000000j)	 (1.420000+0.000000j)	 (1.696113+0.032506j)
 (1846.987952+0.000000j)	 (1.420000+0.000000j)	 (1.694304+0.032331j)
 (1849.397590+0.000000j)	 (1.420000+0.000000j)	 (1.692507+0.032158j)
 (1851.807229+0.000000j)	 (1.420000+0.000000j)	 (1.690724+0.031986j)
 (1854.216867+0.000000j)	 (1.420000+0.000000j)	 (1.688953+0.031815j)
 (1856.626506+0.000000j)	 (1.420000+0.000000j)	 (1.687195+0.031646j)
 (1859.036145+0.000000j)	 (1.420000+0.000000j)	 (1.685449+0.031478j)
 (1861.445783+0.000000j)	 (1.420000+0.000000j)	 (1.683716+0.031311j)
 (1863.855422+0.000000j)	 (1.420000+0.000000j)	 (1.681995+0.031146j)
 (1866.265060+0.000000j)	 (1.420000+0.000000j)	 (1.680287+0.030983j)
 (1868.674699+0.000000j)	 (1.420000+0.000000j)	 (1.678592+0.030820j)
 (1871.084337+0.000000j)	 (1.420000+0.000000j)	 (1.676908+0.030659j)
 (1873.493976+0.000000j)	 (1.420000+0.000000j)	 (1.675237+0.030499j)
 (1875.903614+0.000000j)	 (1.420000+0.000000j)	 (1.673578+0.030340j)
 (1878.313253+0.000000j)	 (1.420000+0.000000j)	 (1.671931+0.030183j)
 (1880.722892+0.000000j)	 (1.420000+0.000000j)	 (1.670297+0.030027j)
 (1883.132530+0.000000j)	 (1.420000+0.000000j)	 (1.668674+0.029872j)
 (1885.542169+0.000000j)	 (1.420000+0.000000j)	 (1.667064+0.029718j)
 (1887.951807+0.000000j)	 (1.420000+0.000000j)	 (1.665465+0.029565j)
 (1890.361446+0.000000j)	 (1.420000+0.000000j)	 (1.663878+0.029414j)
 (1892.771084+0.000000j)	 (1.420000+0.000000j)	 (1.662303+0.029263j)
 (1895.180723+0.000000j)	 (1.420000+0.000000j)	 (1.660740+0.029114j)
 (1897.590361+0.000000j)	 (1.420000+0.000000j)	 (1.659188+0.028966j)
 (1900.000000+0.000000j)	 (1.420000+0.000000j)	 (1.657648+0.028819j)
